P,Type,Title,Assignee,Status,7D views,ID,Last Modified,,,
P2,Bug,"Pixel 9PXL - Battery health shows unsupported, should show current battery health status instead.",,Duplicate,0,425233379,"Jun 16, 2025 04:35PM",,,
P2,Bug,[Pixel Weather] The app has no widgets. Rather the pixel weather widgets are now in the Google app.,,Duplicate,0,425272945,"Jun 16, 2025 04:35PM",,,
P2,Bug,Pixel 6aBattery drainage after latest 16 beta 4,,Duplicate,0,426840421,"Jul 28, 2025 07:25PM",,,
P2,Bug,Android 16 Beta (Pixel 7): 80% charging limit not working,,Duplicate,0,428880877,"Jul 1, 2025 08:35PM",,,
P2,Bug,"Battery health ""Unsupported"" on Pixel 9 Pro Fold",,Duplicate,0,429183355,"Jul 3, 2025 03:24AM",,,
P2,Bug,Gemini opens as invisible layer when triggered from lock screen on Pixel 9 Pro XL (Android 16 Beta),,Duplicate,0,429404092,"Jul 13, 2025 12:34PM",,,
P2,Bug,Android 16 Beta on Google Pixel 7 - Network and Call Issues with Physical SIM,,Duplicate,0,430494768,"Jul 16, 2025 09:47AM",,,
P2,Bug,Constant crashing when connected to wifi. Pixel 9 Pro Fold would randomly disconnect from WiFi and when it reconnects the phone would crash and automatically reboot itself,,Duplicate,0,433889117,"Jul 25, 2025 12:35AM",,,
P2,Bug,Pixel fold audio output issues,,Duplicate,0,437195355,"Aug 9, 2025 12:35AM",,,
P2,Bug,Pixel 9 suddenly failing Play integrity checks (OEM locked/unrooted),,Duplicate,0,447919893,"Sep 29, 2025 04:35PM",,,
P2,Bug,Pixel 6 in android beta IMEI null + sim not working,,Duplicate,6,462091333,"Nov 20, 2025 12:35AM",,,
P2,Bug,Pixel 7a does not show LCI location information,,Fixed,0,383528570,"Jun 13, 2025 10:39PM",,,
P2,Bug,Pixel watch 1 and nfc payments,,Fixed,0,383939066,"Dec 17, 2024 06:21PM",,,
P2,Bug,[Google Pixel Watch] Watch Transfer does not work when trying to pair to the same phone after factory reset / Google Play Service data erasing without factory resetting the Watches.,,Fixed,0,384635475,"Jan 15, 2025 11:51PM",,,
P2,Bug,Pixel bud are showing as an unknown tracker,,Fixed,0,397307300,"Feb 20, 2025 01:22PM",,,
P2,Bug,[Pixel Weather] Text illegible when changing contrast,,Fixed,0,405203975,"Aug 8, 2025 06:25PM",,,
P2,Bug,[Camera] Video zoom in zoom out laggy in pixel 7 pro especially in 5x sometime the recording error and stop record,,Fixed,0,406910665,"Apr 1, 2025 11:11PM",,,
P3,Bug,Android 15/16 Beta - 2 apps (with PiP capabilities) in split view result in Pixel Launcher crashes when switching to a different app,,Fixed,0,407791457,"Apr 20, 2025 10:04PM",,,
P2,Bug,Battery Icon showing a question mark on open Pixel Fold screen,,Fixed,0,410740798,"Oct 26, 2025 10:57AM",,,
P2,Bug,[Pixel Weather] Some texts unreadable on bright backgrounds,,Fixed,0,420978237,"Oct 13, 2025 09:21PM",,,
P2,Bug,[Pixel VIPs] Dragging the widget causes UI bugs,,Fixed,0,424369564,"Oct 28, 2025 04:46PM",,,
P2,Bug,Camera doesn't start on Pixel 9 pro xl,,Fixed,0,433876968,"Sep 3, 2025 08:16PM",,,
P2,Bug,"Pixel Tablet records sound only from 1 microphone and have poor loudness, you should speak really close to the microphone for good experience",,Assigned,0,375560155,"Apr 29, 2025 10:50PM",,,
P2,Bug,New Pixel Launcher open/close app animations get glitchy when opening and closing app fast enough,,Assigned,0,378908571,"Apr 29, 2025 10:49PM",,,
P2,Bug,"HDR content not working at all on Google Pixel 9 Pro XL - it just dims the videos to a staggering lowest brightness possible in Netflix, Youtube",,Assigned,0,378943599,"Aug 16, 2025 05:23PM",,,
P2,Bug,System UI and Pixel Launcher unresponsive resulting in freezing and no-response,,Assigned,0,379102907,"Nov 6, 2025 11:06PM",,,
P2,Bug,Rebooting pixel 7 phone,,Assigned,0,380602930,"Apr 20, 2025 06:54PM",,,
P2,Bug,[Google One] Cannot activate Gemini Advanced AI 12 months free trial per https://support.google.com/pixelphone/answer/13529884?hl=en#zippy=%2Cpixel-pro-pixel-pro-xl-pixel-pro-fold and the article never explained Beta would make us ineligible,,Assigned,0,383965464,"Feb 14, 2025 03:23PM",,,
P2,Bug,[Home] Notifications being cleared from the phone doesn't sync with the Pixel Watch 3.,,Assigned,0,385235441,"Apr 25, 2025 06:04PM",,,
P2,Bug,Circle misaligned on fold pixel 9 pro fold,,Assigned,0,389124737,"Apr 25, 2025 06:04PM",,,
P2,Bug,[Pixel Weather] Cannot see an option to change temperature units when I click on the profile icon on top-right corner,,Assigned,0,390808064,"Apr 25, 2025 06:04PM",,,
P2,Bug,One pixel gap at the bottom of the screen when switching apps via gesture,,Assigned,0,391729535,"Nov 6, 2025 11:05PM",,,
P2,Bug,"Pixel feels hotter on pixel 6a, The battery also feels like it's draining faster than usual.",,Assigned,0,392515144,"Jan 28, 2025 12:35AM",,,
P2,Bug,?Pixel 9 Pro xl screen issues when connected to car via wireless or wired,,Assigned,0,392712816,"Apr 20, 2025 06:51PM",,,
P2,Bug,[Pixel Weather] Widget shows temperature according to the network instead of GPS,,Assigned,0,393275138,"Jan 30, 2025 09:49PM",,,
P2,Bug,Pixel 8 Touch screen not working / black screen when booting in SAFE MODE for android qpr2.1 -> 3x,,Assigned,1,394100141,"Apr 20, 2025 06:51PM",,,
P2,Bug,VoWiFi on Digi Portugal not supported by Pixel,,Assigned,1,395798194,"Sep 9, 2025 12:22AM",,,
P2,Bug,Pixel buds get disconnected from other device when screen is turned on,,Assigned,0,396006083,"Sep 16, 2025 09:12PM",,,
P2,Bug,Android 16 B1 and B2 pixel buds pro to cannot complete earbud seal check,,Assigned,0,396541022,"Feb 17, 2025 07:54AM",,,
P2,Bug,Pixel launcher is not responding and phone switching off,,Assigned,0,397566575,"Sep 15, 2025 12:10PM",,,
P2,Bug,Phone won't unlock if finger touch unlock happens at the same time as the pixel watch 3 unlocks it,,Assigned,0,397776725,"Feb 26, 2025 07:39PM",,,
P2,Bug,In any case of normal using my pixel get restartes and this a bug plz fix it,,Assigned,0,400590422,"Mar 5, 2025 12:35AM",,,
P2,Bug,Fingerprint Setup and Unlock Issues on Pixel 6,,Assigned,0,400630641,"May 4, 2025 02:34AM",,,
P2,Bug,"After android 16 beta, pixel 8 is charging very slowly, and the charging indicator on lock screen is not working properly",,Assigned,0,403808285,"Mar 19, 2025 12:35AM",,,
P2,Bug,[Pixel Weather] Wrong location when opening Pixel weather from At a Glance widget.,,Assigned,0,403843304,"May 19, 2025 11:51AM",,,
P2,Bug,"[Pixel Weather] Not loading data (infinite ""Loading data"" text)",,Assigned,0,404020395,"Sep 15, 2025 12:09PM",,,
P2,Bug,[Android Auto] Android auto wireless connection is not stable on Pixel 8 Pro,,Assigned,0,405005891,"Apr 7, 2025 11:39AM",,,
P2,Bug,Apps freeze when device is locked (Pixel 8 Pro),,Assigned,0,407577186,"Apr 29, 2025 10:44PM",,,
P2,Bug,Battery life on my pixel 6a has dropped extensively. Its screen time this time was less than 2 hours and with android 15 it was sooo better but now its like i cant even use my phone. Accu battery used to show 18% per hour reduction in android 15 and as soon as i entered the beta its like 30+% an hour and 15% for standby screen off. It used to be 3-4% for that. Also accu battery showing battery health decreasing like crazy ever since the update,,Assigned,0,407598689,"Apr 25, 2025 06:01PM",,,
P2,Bug,GPS is not working on my Pixel 7 Pro,,Assigned,0,409529660,"Apr 29, 2025 10:43PM",,,
P2,Bug,"Google Pixel Watch keeps rapidly connecting and disconnecting Bluetooth, interfering with Bluetooth headphones with stuttering audio.",,Assigned,0,410725923,"Apr 15, 2025 08:35PM",,,
P2,Bug,Keyboard Lagging on 120Hz Display Mode (Pixel 6 Pro - Android 16 Beta 4),,Assigned,0,411990674,"Apr 29, 2025 12:07AM",,,
P2,Bug,[Android 16 Beta 4] Adaptive Brightness failure leads to fingerprint unlock lag on Pixel 9 Pro,,Assigned,3,413411977,"May 12, 2025 08:22PM",,,
P2,Bug,[Pixel Weather] Wrong or missing information on Widget.,,Assigned,1,416831355,"Nov 6, 2025 11:08PM",,,
P2,Bug,Pixel 7 pro Switch Off during battery share,,Assigned,0,419520391,"May 24, 2025 04:35AM",,,
P2,Bug,"Pixel 9 Pro Fold : After update to BP31.250502.008.A1 stuck at G logo, Pixel Update and Software Repair shows ""Unsupported Device""",,Assigned,0,423542164,"Sep 28, 2025 12:56PM",,,
P2,Bug,Pixel Weather : Typo in meteo translation,,Assigned,0,424591451,"Sep 19, 2025 04:35AM",,,
P2,Bug,Can't setup Pixel watch,,Assigned,0,425045329,"Sep 16, 2025 12:35AM",,,
P2,Bug,boot fail after flashing AOSP 15 userdebug into Pixel 8,--,New,0,439515460,"Aug 18, 2025 04:58PM",,,
P2,Bug,NestedScrollInteropConnectionTest failures on Pixel 9 Pro XL,--,New,0,439654341,"Aug 28, 2025 07:21PM",,,
P2,Bug,,--,New,0,440321528,"Nov 29, 2025 12:18AM",,,
,,CreateComputePipelines failed with VK_ERROR_INITIALIZATION_FAILED when bool(...) wraps both sides of || (Pixel 9a),,,,,,,,
P2,Bug,Pixel 8 pro failed wifi,--,New,0,441284621,"Sep 19, 2025 09:56AM",,,
P2,Bug,NFC antenna location is not correct in Samsung and pixel devices.,--,New,0,441549149,"Aug 28, 2025 11:30AM",,,
P2,Bug,,--,New,0,441752168,"Sep 22, 2025 10:03PM",,,
,,"Fix the WebGPU ""particle"" sample rand() for Pixel 10",,,,,,,,
P2,Bug,,--,New,0,444386546,"Sep 11, 2025 06:26PM",,,
,,components_unittests on Android device Pixel 4 failed because of: ModelExecutionFeaturesControllerTest.HistorySearchVisibilityWithXNNPACK,,,,,,,,
P2,Bug,,--,New,0,445357440,"Sep 22, 2025 11:11PM",,,
,,Android WebView: low frame rate when playing two or more videos in Frame Rendering Stats on Pixel 6,,,,,,,,
P2,Bug,Pixel 6a Black screen then locking up,--,New,0,445733633,"Sep 18, 2025 03:26AM",,,
P2,Bug,Pixel 6 random popping noise,--,New,0,445992573,"Sep 19, 2025 10:22AM",,,
P2,Bug,,--,New,0,445967248,"Sep 27, 2025 03:39AM",,,
,,gl_tests_passthrough failures on Pixel 10,,,,,,,,
P2,Bug,,--,New,0,446124895,"Sep 27, 2025 03:39AM",,,
,,ExpectedColor_MediaRecorderFromVideoElement fails on Pixel 10,,,,,,,,
P2,Bug,,--,New,0,446122639,"Oct 22, 2025 01:47PM",,,
,,webgl_conformance_gles_passthrough_tests failures on Pixel 10,,,,,,,,
P2,Bug,Pixel book Go M3 Power On Quirk,--,New,0,446113736,"Sep 19, 2025 10:36PM",,,
P2,Bug,,--,New,2,446181110,"Sep 27, 2025 03:39AM",,,
,,android_webview_pixel_skia_gold_test failures on Pixel 10,,,,,,,,
P3,Bug,,--,New,0,446479789,"Dec 18, 2025 11:19PM",,,
,,Sometimes when you change tabs in vuetify library there's a few pixels that stands out.,,,,,,,,
P2,Bug,,--,New,1,446861923,"Nov 26, 2025 12:27PM",,,
,,pixel_skia_gold_passthrough_test failures on Pixel 10,,,,,,,,
P2,Bug,,--,New,0,446941342,"Dec 10, 2025 11:29AM",,,
,,webgl2_conformance_gles_passthrough_tests failures on Pixel 10,,,,,,,,
P2,Bug,,--,New,0,448716473,"Oct 6, 2025 09:42PM",,,
,,pixel 4 timeouts on mapAsync test,,,,,,,,
P2,Bug,,--,New,0,448716479,"Dec 2, 2025 01:39AM",,,
,,pixel 4 cts failure with timeout for quadSwap vec2<f16>,,,,,,,,
P4,Bug,,--,New,0,452352214,"Oct 16, 2025 09:27PM",,,
,,Fix SkSL GLES test failure on Pixel 10,,,,,,,,
P2,Bug,Support animation blending for unfinished window minimization/maximization in Pixel Launcher,--,New,0,453961749,"Oct 21, 2025 06:07PM",,,
P2,Bug,,--,New,0,457887448,"Nov 6, 2025 09:11PM",,,
,,Pixel 8 disconnects from Non-Tx VAP SSID on Wi-Fi 7 AP with Beacon Protection enabled,,,,,,,,
P2,Bug,,--,New,1,459312319,"Nov 11, 2025 05:29PM",,,
,,ScrollHeight is 3 pixel bigger and cause unwanted scrollbar to appear,,,,,,,,
P2,Bug,Persistent Display Flickering Issue on Pixel 9 Pro XL,--,New,0,459508598,"Nov 11, 2025 07:41AM",,,
P2,Bug,,--,New,0,460209126,"Nov 13, 2025 04:14AM",,,
,,SubgroupMatrix E2E tests are failing on Pixel 9,,,,,,,,
P2,Bug,Pixel 10 Pro: recurrent network drops when using dual SIM (physical SIM + eSIM),--,New,97,461531874,"Jan 21, 2026 04:39AM",,,
P2,Bug,,--,New,1,461850861,"Jan 13, 2026 01:05AM",,,
,,CTS abstract float matrix tests failing on Pixel 6,,,,,,,,
P4,Bug,[ML Kit] Document Scanner is not working when 16kb is enabled on Pixel Devices,--,New,1,464097327,"Dec 26, 2025 12:43PM",,,
P3,Bug,,--,New,1,465162387,"Jan 16, 2026 06:10AM",,,
,,conformance/extensions/oes-element-index-uint.html flakes on Android (Pixel 6),,,,,,,,
P2,Bug,Pixel 10 Pro XL - constantly dropping wifi and bluetooth,--,New,0,465339948,"Dec 10, 2025 01:55AM",,,
P2,Bug,,--,New,3,465497437,"Dec 4, 2025 09:43PM",,,
,,"webgpu:api,validation,capability_checks,limits,maxBufferSize:createBuffer,at_over:limitTest=""atMaximum"";testValueName=""atLimit"" flakily kills Pixel 6 devices",,,,,,,,
P3,Bug,,--,New,0,467430936,"Dec 11, 2025 03:51AM",,,
,,"Compat CTS: `webgpu:shader,execution,expression,call,builtin,textureGather:sampled_array_2d_coords:*;format=""stencil8"";filt=""nearest"";*;offset=false` flakes on Pixel 6, Android 14",,,,,,,,
P3,Bug,,--,New,0,467732051,"Dec 11, 2025 04:07AM",,,
,,Critical Design Flaw Report: Internal Housing Components Damaging Pixel Display Assembly,,,,,,,,
P3,Bug,,--,New,0,467732538,"Dec 11, 2025 07:15AM",,,
,,Pixel-6 (Mali-G78) does not correctly resolve snorm textures.,,,,,,,,
P3,Bug,SensorManager access to vendor PPG/ECG sensors differs between Pixel Watch 2 and Pixel Watch 4,--,New,7,469370937,"Dec 17, 2025 12:10AM",,,
P2,Bug,Delayed Notifications on Pixel 8 Pro,--,New,0,469458292,"Dec 17, 2025 07:56PM",,,
P2,Bug,Broken Pixel Search,--,New,0,469466912,"Dec 17, 2025 10:25PM",,,
P2,Bug,"Regression: Android Auto ""Start Automatically"" logic broken; ""If used on last drive"" fails and Focus settings missing on Pixel 9 Pro Fold",--,New,1,470756018,"Dec 22, 2025 10:18PM",,,
P2,Bug,,--,New,5,471021148,"Jan 13, 2026 05:20PM",,,
,,Abort message: 'VK_ERROR_DEVICE_LOST' Android WebView crash on Pixel 6 Android 16,,,,,,,,
P2,Bug,Capture artificial light line issue pixel 6a,--,New,0,471363813,"Dec 24, 2025 08:01PM",,,
P2,Bug,Android 16 OS regression: touch events misinterpreted as navigation actions on Pixel 6a,--,New,0,471379990,"Dec 25, 2025 01:48AM",,,
P2,Bug,,--,New,1,471770021,"Dec 27, 2025 02:04PM",,,
,,The screen brightness isn't working on the Pixel 9 Pro XL.,,,,,,,,
P1,Bug,,--,New,2,474361092,"Jan 20, 2026 09:52PM",,,
,,TreesInViz: A few content_browsertests timeout on android-arm64-rel / Pixel 7,,,,,,,,
P2,Bug,,--,New,2,475236699,"Jan 13, 2026 02:19AM",,,
,,content_shell pixel rounding artifacts,,,,,,,,
P2,Bug,,--,New,7,475285732,"Jan 14, 2026 12:13AM",,,
,,Pixel 10s can run out of ports to forward,,,,,,,,
P3,Bug,,--,New,10,475504307,"Jan 14, 2026 12:17AM",,,
,,Mac-only pixel diff in details-replace-text.html when APC auto-build forces activatable display locks at DOMContentLoaded,,,,,,,,
P2,Bug,Pixel 10 - Battery Usage Bug - 'Screen Time Since Last Charge' Does Not Reset After Charging,--,New,4,476958565,"Jan 19, 2026 07:15PM",,,
P2,Bug,"Pixel 10 - ""Hey Google"" Wake On Lock Screen - Change Of Settings For Gemini & Assistant Not Taking Effect",--,New,2,476958566,"Jan 19, 2026 07:28PM",,,
P2,Bug,Pixel 10 - Google Photos App - Auto Add Face To Album Feature Not Adding To Album,--,New,4,476958567,"Jan 19, 2026 07:34PM",,,
P1,Task,,,Verified,0,416681296,"May 13, 2025 03:46PM",,,
,,[PointerLockOnAndroid] Cache the input device pixel resolution,,,,,,,,
P3,Bug,No Devices while Pixel Tablet API 35 virtual device is running,,Can't Repro,0,445022532,"Dec 19, 2025 02:31PM",,,
P2,Feature Request,**Feature Requests for Pixel’s Rules feature**,,WAI,0,394636087,"Apr 1, 2025 11:03PM",,,
P2,Feature Request,When the device is in locked anyone can off our wifi and mobile and other things through notification panel without unlocking the phone It is a big problem that I have face in this pixel phone. Please give a security option for this,,WAI,0,440508029,"Dec 17, 2025 06:11PM",,,
P2,Feature Request,"Terminal app gui not avaliable in Pixel 8a, android 16 beta 4",,Obsolete,0,412147365,"Apr 23, 2025 02:14PM",,,
P2,Feature Request,Pixel 6 Display - Oversaturated Colors in Adaptive Mode,,Infeasible,0,418946929,"Jun 6, 2025 09:20PM",,,
P2,Feature Request,My pixel 7 shutdown without asking for a password,,Duplicate,0,434396849,"Jul 31, 2025 03:24AM",,,
P2,Feature Request,Airplane Mode on phone does not enable on pixel watch and vice versa,,Assigned,0,385712672,"May 5, 2025 08:31PM",,,
P2,Feature Request,No way to check connected devices battery from Pixel Watch,,Assigned,0,402308869,"Mar 11, 2025 08:35PM",,,
P2,Feature Request,Feature request for Pixel Camera,,Assigned,0,407860172,"Apr 3, 2025 12:35AM",,,
P3,Feature Request,No option to disable haptic and audio feedback for biometric login in Android Beta on Pixel 8 Pro,,Assigned,1,420066693,"May 27, 2025 08:35PM",,,
P2,Feature Request,The Bluetooth quick access on pixel fold looks like a slider,,Assigned,0,431973451,"Jul 15, 2025 08:35PM",,,
P2,Feature Request,"FR:I hope Pixel can have better highlight cutting, it has lag behind.",,Assigned,0,441537632,"Oct 16, 2025 08:59PM",,,
P2,Bug,Battery widget shows incorrect data for Pixel Buds Pro,,WAI,0,388371286,"Jan 16, 2025 08:41PM",,,
P2,Bug,Google pixel stand 2 doesn't charge phone,,WAI,0,394659199,"May 27, 2025 01:45PM",,,
P2,Bug,Bug when unlocking with Pixel watch,,WAI,0,397565656,"Mar 7, 2025 10:20AM",,,
P2,Bug,Pixel 8 pro only charges at 450ma unless chilled,,WAI,0,399254150,"Oct 3, 2025 06:07PM",,,
P2,Bug,No haptic feedback upon unlocking device with Face Unlock (Pixel 8),,WAI,0,412034074,"Apr 25, 2025 08:51PM",,,
P2,Bug,I was just looking at the Brandenburg Gate in Berlin on Google Maps and wanted to switch to satellites. But that doesn't work on my Pixel 9 Pro.,,WAI,0,412532133,"Apr 25, 2025 01:30AM",,,
P2,Bug,"LE audio toggle missing Pixel 7a, LC3 codec, Dev option greyed out",,WAI,6,422501406,"Jul 25, 2025 09:13PM",,,
P2,Bug,External USB monitor resolution pixel 8,,WAI,0,430620940,"Jul 25, 2025 10:35PM",,,
P2,Bug,5G not appearing on pixel 6 series,,WAI,0,440942797,"Oct 30, 2025 04:44AM",,,
P2,Bug,Pixel 8 Pro 5g issue,,WAI,0,447985818,"Oct 10, 2025 09:33PM",,,
P2,Bug,Prompt plays when pixel tablet is rebooted,,Obsolete,0,388903572,"Aug 22, 2025 12:37AM",,,
P2,Bug,[Pixel Buds] Hey google not working for pixel buds,,Obsolete,0,391244308,"Jan 30, 2025 05:49PM",,,
P2,Bug,Pixel Watch cannot connect to phone via Cloud Sync when phone's VPN is connected and is locked,,Obsolete,2,396505004,"Aug 25, 2025 06:01PM",,,
P3,Bug,Pixel 7 pro Reboots after 16 beta 2,,Obsolete,0,397043076,"Mar 7, 2025 08:43PM",,,
P2,Bug,Fitbit no longer gives sleep metrics on Pixel watch 1 gen,,Obsolete,0,400216556,"Sep 17, 2025 01:10AM",,,
P2,Bug,"When phone (Pixel 8) is in the pocket and I got a Call, then lockscreen clock is overlapping on the incoming call",,Obsolete,0,403807485,"Sep 16, 2025 07:50PM",,,
P2,Bug,No LE option for Pixel Buds Pro 2,,Obsolete,0,404275213,"May 27, 2025 10:22PM",,,
P2,Bug,Pixel feeds like icons are missing,,Obsolete,0,405136447,"Sep 15, 2025 09:01PM",,,
P3,Bug,"App Grid ""4x5"" (Google Pixel 8a)",,Obsolete,0,407220715,"Apr 8, 2025 05:48PM",,,
P2,Bug,[Phone] Pixel Watch not showing up as an audio,,Obsolete,0,412481624,"May 5, 2025 03:08PM",,,
P2,Bug,"Pixel 8 bricked, potentially after upgrade to QPR1 Beta",,Obsolete,0,419453979,"Jul 1, 2025 07:58PM",,,
P2,Bug,"Pixel Tablet shows two clocks. One centered from lockscreen customization, the other default clock bottom left. Centered clock disappears after reboot. Appears again after some time",,Obsolete,0,421338378,"Jun 9, 2025 11:01PM",,,
P2,Bug,Missing Android 16 QPR1 Beta 1.1 firmware files for Pixel 9 Pro XL komodo,,Obsolete,0,422521565,"Jun 6, 2025 10:12PM",,,
P2,Bug,Pixel Stand 3 Wireless Charging not charging,,Obsolete,0,424763424,"Nov 7, 2025 08:14PM",,,
P2,Bug,Pixel buds Pro 2 - microphone doesn't work,,Obsolete,0,428830867,"Jul 9, 2025 08:07PM",,,
P2,Bug,Phone does not charge on pixel stand,,Obsolete,0,428981494,"Jul 7, 2025 05:21PM",,,
P2,Bug,Pixel 7a / Android 16 failures with FTM RTT in multiple bands - requires toggling airplane mode to recover,,Obsolete,0,431089347,"Sep 11, 2025 09:30PM",,,
P2,Bug,[Pixel Buds] Text not displaying,,Obsolete,0,439253457,"Aug 19, 2025 12:03AM",,,
P2,Bug,Pixel 9 Pro Fold crashes when unlocking after reboot,,Obsolete,0,440364863,"Sep 1, 2025 06:36PM",,,
P2,Bug,Pixel 3 watch backup.,,Obsolete,0,445601359,"Sep 18, 2025 04:35AM",,,
P2,Bug,[Pixel Camera Services] display over other apps permission turn off,,Obsolete,0,446784719,"Oct 13, 2025 10:42PM",,,
P2,Bug,Battery drains very quickly in pixel watch 2,,Obsolete,0,458641587,"Nov 10, 2025 06:41PM",,,
P2,Bug,Work Apps - Pixel 6,,Obsolete,5,473454949,"Jan 20, 2026 10:11PM",,,
P2,Bug,[Edge] Links and screen pointer position are intermittent in opened pixel fold state,,Can't Repro,0,393929355,"Jun 11, 2025 08:08PM",,,
P2,Bug,[Pixel buds pro 2] Volume control doesn't work after around 10 minutes of listening,,Can't Repro,0,394188422,"Feb 11, 2025 05:16PM",,,
P2,Bug,Material You colors are not updating post upgrade to Android 16 Beta 1 on Pixel 8 Pro,,Infeasible,0,391992802,"Aug 22, 2025 12:36PM",,,
P2,Bug,Google pixel 6 Pro Right side touch screen section unresponsive,,Infeasible,0,395895380,"Feb 27, 2025 10:50AM",,,
P2,Bug,[Pixel Weather] 5 gündür konum yenilenmiyor,,Infeasible,0,396297391,"Aug 22, 2025 12:29PM",,,
P2,Bug,Pixel buds pro 2 takes a few attempts to connect and then if not playing audio for a little while will stop playing audio on the right earbud,,Infeasible,1,397675155,"Sep 15, 2025 07:43PM",,,
P2,Bug,Pixel Buds Pro 2 audio does not sync correctly with videos,,Infeasible,0,398141747,"Mar 11, 2025 10:06PM",,,
P2,Bug,"After wireless charging from other Pixel 8, the wireless charging stats left on screen, after charger disconnects",,Infeasible,0,399022471,"Aug 22, 2025 12:24PM",,,
P2,Bug,Fingerprint Setup and Unlock Issues on Pixel 6,,Infeasible,0,400630641,"Dec 31, 2025 05:01PM",,,
P2,Bug,Problème sur pixel 6,,Infeasible,0,403812551,"Aug 22, 2025 12:17PM",,,
P2,Bug,Re: Issue 403316335: Cannot DL Verizon esim to watch. Cannot activate? pixel watch 3.,,Infeasible,0,404402800,"May 9, 2025 11:23PM",,,
P2,Bug,"[Camera] 0,6 lens not stable pixel 6a",,Infeasible,0,404618996,"Aug 22, 2025 12:15PM",,,
P2,Bug,Pixel Buds disappearing randomly while charging and/or only one bud is in use.,,Infeasible,0,404881385,"Apr 15, 2025 05:36PM",,,
P2,Bug,[Home] Notifications remaining active on pixel watch after dismissed on phone,,Infeasible,0,404982910,"Jul 3, 2025 01:35AM",,,
P2,Bug,Cannot activate pixel watch 3 on Verizon,,Infeasible,0,404994357,"Apr 9, 2025 08:38PM",,,
P3,Bug,"After updating the software for pixel 6, Even the system is crashing",,Infeasible,0,404994434,"Aug 22, 2025 12:13PM",,,
P2,Bug,"Lock screen Showing ""Other Pixel providing charge"" when no Pixel is sharing its charge.",,Infeasible,0,405437302,"Sep 29, 2025 06:42PM",,,
P2,Bug,Pixel 6 overheating on normal use. The device is overheating (39°c) during light use,,Infeasible,0,405494440,"May 8, 2025 07:33PM",,,
P2,Bug,GPS improved accuracy not working (Pixel Watch 2),,Infeasible,0,406465588,"May 19, 2025 09:12PM",,,
P2,Bug,GREEN LINE BUG ON PIXEL 8,,Infeasible,0,407921498,"Apr 7, 2025 02:06PM",,,
P2,Bug,[Real Cricket 24] Not supporting any real cricket game which is connected with google play games whenever I try to open and tap to sign in app go auto back to home screen and also show that the error of authentication fails also I try in another pixel 6a with android 15 the same issue remains occurred. Please fix this issue I love this game,,Infeasible,0,407954935,"Aug 22, 2025 06:38AM",,,
P2,Bug,Navigation Buttons Not Responding Intermittently (Responding wrongly) on Pixel 8 (Android 16),,Infeasible,0,408021963,"Aug 22, 2025 06:37AM",,,
P2,Bug,"Android on several Pixel phones ""gets tired"" of FTM RTT 802.11mc requests and needs to be rebooted",,Infeasible,0,409203680,"Jul 15, 2025 01:08AM",,,
P2,Bug,Pixel buds Pro gestures are not working properly,,Infeasible,0,409437776,"Apr 28, 2025 05:04PM",,,
P2,Bug,Android 16 3. 2. Beta update did not resolve my Google pixel 6 pro screen not responding issue it still persists.,,Infeasible,0,409461245,"Apr 23, 2025 06:00PM",,,
P2,Bug,Pixel 9 5G not working despite 5G icon in top right,,Infeasible,0,409717087,"Jul 14, 2025 06:18PM",,,
P2,Bug,[Camera] Feedback : Front Camera Image Quality Degraded After Android 16 Beta 4 Update (Pixel 6 Pro),,Infeasible,0,411989548,"May 5, 2025 03:10PM",,,
P2,Bug,Pixel 6 heats and gets very warm + draining battery faster than before ju,,Infeasible,0,417896329,"Aug 22, 2025 06:22AM",,,
P2,Bug,Pixel text maybe bubble text black whole screen,,Infeasible,0,419068854,"Aug 22, 2025 06:21AM",,,
P2,Bug,Jittery Wallpaper Scrolling on Home Screen – Android 16/15 on Pixel 9,,Infeasible,0,419106468,"Aug 22, 2025 06:20AM",,,
P2,Bug,[Google Pixel Watch] Unable to connect Pixel watch 2. with the Google Account,,Infeasible,0,419143051,"Aug 22, 2025 06:20AM",,,
P2,Bug,[Pixel 9 Pro XL] Bootloops casued by kernel Panic can trigger Pixel BL1 recovery which has no way to exit.,,Infeasible,3,419829071,"Nov 14, 2025 10:28PM",,,
P2,Bug,"Something seems off. Increasingly hyper vigilant, over analytical, intuitive (but lately lacking discernment). Made vast improvements socially. It feels like natural...""energetic""...connections, vs just saying words, having social ""skills"" while awkward and hating people lol. However, there's been a simultaneous loss of connection with my husband of 19 years. It's been eroded by betrayal, trust issues, jealousy and codependency. This is why I'm here, obviously. As for technological skill...not so much. I have a Pixel 7 Pro. ""Other Issue"" means many different issues. Please help.",,Infeasible,0,420691128,"Aug 22, 2025 06:13AM",,,
P2,Bug,Display won't go dark when charging on Pixel Stand,,Infeasible,0,421539611,"Aug 22, 2025 06:10AM",,,
P2,Bug,"[Pixel Weather] ""Font size"" in Settings affects objects in Pixel Weather app",,Infeasible,0,423259719,"Aug 22, 2025 01:17AM",,,
P2,Bug,"[Camera] The camera has poor image processing in terms of resolution and colors. The colors are no longer as rich as before. In previous versions of Pixel, image processing was much better, but now the situation is disappointing.",,Infeasible,0,423287954,"Aug 22, 2025 01:16AM",,,
