P,Type,Title,Assignee,Status,7D views,ID,Last Modified
P2,Bug,Constant crashing when connected to wifi. Pixel 9 Pro Fold would randomly disconnect from WiFi and when it reconnects the phone would crash and automatically reboot itself,,Duplicate,0,433889117,"Jul 25, 2025 12:35AM"
P2,Bug,Pixel fold audio output issues,,Duplicate,0,437195355,"Aug 9, 2025 12:35AM"
P2,Bug,Pixel 9 suddenly failing Play integrity checks (OEM locked/unrooted),,Duplicate,0,447919893,"Sep 29, 2025 04:35PM"
P2,Bug,Pixel 6 in android beta IMEI null + sim not working,,Duplicate,6,462091333,"Nov 20, 2025 12:35AM"
P2,Bug,Pixel 7a does not show LCI location information,,Fixed,0,383528570,"Jun 13, 2025 10:39PM"
P2,Bug,Pixel watch 1 and nfc payments,,Fixed,0,383939066,"Dec 17, 2024 06:21PM"
P2,Bug,[Google Pixel Watch] Watch Transfer does not work when trying to pair to the same phone after factory reset / Google Play Service data erasing without factory resetting the Watches.,,Fixed,0,384635475,"Jan 15, 2025 11:51PM"
P2,Bug,Pixel bud are showing as an unknown tracker,,Fixed,0,397307300,"Feb 20, 2025 01:22PM"
P2,Bug,[Pixel Weather] Text illegible when changing contrast,,Fixed,0,405203975,"Aug 8, 2025 06:25PM"
P2,Bug,[Camera] Video zoom in zoom out laggy in pixel 7 pro especially in 5x sometime the recording error and stop record,,Fixed,0,406910665,"Apr 1, 2025 11:11PM"
P3,Bug,Android 15/16 Beta - 2 apps (with PiP capabilities) in split view result in Pixel Launcher crashes when switching to a different app,,Fixed,0,407791457,"Apr 20, 2025 10:04PM"
P2,Bug,Battery Icon showing a question mark on open Pixel Fold screen,,Fixed,0,410740798,"Oct 26, 2025 10:57AM"
P2,Bug,[Pixel Weather] Some texts unreadable on bright backgrounds,,Fixed,0,420978237,"Oct 13, 2025 09:21PM"
P2,Bug,[Pixel VIPs] Dragging the widget causes UI bugs,,Fixed,0,424369564,"Oct 28, 2025 04:46PM"
P2,Bug,Camera doesn't start on Pixel 9 pro xl,,Fixed,0,433876968,"Sep 3, 2025 08:16PM"
P2,Bug,"Pixel Tablet records sound only from 1 microphone and have poor loudness, you should speak really close to the microphone for good experience",,Assigned,0,375560155,"Apr 29, 2025 10:50PM"
P2,Bug,New Pixel Launcher open/close app animations get glitchy when opening and closing app fast enough,,Assigned,0,378908571,"Apr 29, 2025 10:49PM"
P2,Bug,"HDR content not working at all on Google Pixel 9 Pro XL - it just dims the videos to a staggering lowest brightness possible in Netflix, Youtube",,Assigned,0,378943599,"Aug 16, 2025 05:23PM"
P2,Bug,System UI and Pixel Launcher unresponsive resulting in freezing and no-response,,Assigned,0,379102907,"Nov 6, 2025 11:06PM"
P2,Bug,Rebooting pixel 7 phone,,Assigned,0,380602930,"Apr 20, 2025 06:54PM"
P2,Bug,[Google One] Cannot activate Gemini Advanced AI 12 months free trial per https://support.google.com/pixelphone/answer/13529884?hl=en#zippy=%2Cpixel-pro-pixel-pro-xl-pixel-pro-fold and the article never explained Beta would make us ineligible,,Assigned,0,383965464,"Feb 14, 2025 03:23PM"
P2,Bug,[Home] Notifications being cleared from the phone doesn't sync with the Pixel Watch 3.,,Assigned,0,385235441,"Apr 25, 2025 06:04PM"
P2,Bug,Circle misaligned on fold pixel 9 pro fold,,Assigned,0,389124737,"Apr 25, 2025 06:04PM"
P2,Bug,[Pixel Weather] Cannot see an option to change temperature units when I click on the profile icon on top-right corner,,Assigned,0,390808064,"Apr 25, 2025 06:04PM"
P2,Bug,One pixel gap at the bottom of the screen when switching apps via gesture,,Assigned,0,391729535,"Nov 6, 2025 11:05PM"
P2,Bug,"Pixel feels hotter on pixel 6a, The battery also feels like it's draining faster than usual.",,Assigned,0,392515144,"Jan 28, 2025 12:35AM"
P2,Bug,?Pixel 9 Pro xl screen issues when connected to car via wireless or wired,,Assigned,0,392712816,"Apr 20, 2025 06:51PM"
P2,Bug,[Pixel Weather] Widget shows temperature according to the network instead of GPS,,Assigned,0,393275138,"Jan 30, 2025 09:49PM"
P2,Bug,Pixel 8 Touch screen not working / black screen when booting in SAFE MODE for android qpr2.1 -> 3x,,Assigned,1,394100141,"Apr 20, 2025 06:51PM"
P2,Bug,VoWiFi on Digi Portugal not supported by Pixel,,Assigned,1,395798194,"Sep 9, 2025 12:22AM"
P2,Bug,Pixel buds get disconnected from other device when screen is turned on,,Assigned,0,396006083,"Sep 16, 2025 09:12PM"
P2,Bug,Android 16 B1 and B2 pixel buds pro to cannot complete earbud seal check,,Assigned,0,396541022,"Feb 17, 2025 07:54AM"
P2,Bug,Pixel launcher is not responding and phone switching off,,Assigned,0,397566575,"Sep 15, 2025 12:10PM"
P2,Bug,Phone won't unlock if finger touch unlock happens at the same time as the pixel watch 3 unlocks it,,Assigned,0,397776725,"Feb 26, 2025 07:39PM"
P2,Bug,In any case of normal using my pixel get restartes and this a bug plz fix it,,Assigned,0,400590422,"Mar 5, 2025 12:35AM"
P2,Bug,Fingerprint Setup and Unlock Issues on Pixel 6,,Assigned,0,400630641,"May 4, 2025 02:34AM"
P2,Bug,"After android 16 beta, pixel 8 is charging very slowly, and the charging indicator on lock screen is not working properly",,Assigned,0,403808285,"Mar 19, 2025 12:35AM"
P2,Bug,[Pixel Weather] Wrong location when opening Pixel weather from At a Glance widget.,,Assigned,0,403843304,"May 19, 2025 11:51AM"
P2,Bug,"[Pixel Weather] Not loading data (infinite ""Loading data"" text)",,Assigned,0,404020395,"Sep 15, 2025 12:09PM"
P2,Bug,[Android Auto] Android auto wireless connection is not stable on Pixel 8 Pro,,Assigned,0,405005891,"Apr 7, 2025 11:39AM"
P2,Bug,Apps freeze when device is locked (Pixel 8 Pro),,Assigned,0,407577186,"Apr 29, 2025 10:44PM"
P2,Bug,Battery life on my pixel 6a has dropped extensively. Its screen time this time was less than 2 hours and with android 15 it was sooo better but now its like i cant even use my phone. Accu battery used to show 18% per hour reduction in android 15 and as soon as i entered the beta its like 30+% an hour and 15% for standby screen off. It used to be 3-4% for that. Also accu battery showing battery health decreasing like crazy ever since the update,,Assigned,0,407598689,"Apr 25, 2025 06:01PM"
P2,Bug,GPS is not working on my Pixel 7 Pro,,Assigned,0,409529660,"Apr 29, 2025 10:43PM"
P2,Bug,"Google Pixel Watch keeps rapidly connecting and disconnecting Bluetooth, interfering with Bluetooth headphones with stuttering audio.",,Assigned,0,410725923,"Apr 15, 2025 08:35PM"
P2,Bug,Keyboard Lagging on 120Hz Display Mode (Pixel 6 Pro - Android 16 Beta 4),,Assigned,0,411990674,"Apr 29, 2025 12:07AM"
P2,Bug,[Android 16 Beta 4] Adaptive Brightness failure leads to fingerprint unlock lag on Pixel 9 Pro,,Assigned,3,413411977,"May 12, 2025 08:22PM"
P2,Bug,[Pixel Weather] Wrong or missing information on Widget.,,Assigned,1,416831355,"Nov 6, 2025 11:08PM"
P2,Bug,Pixel 7 pro Switch Off during battery share,,Assigned,0,419520391,"May 24, 2025 04:35AM"
P2,Bug,"Pixel 9 Pro Fold : After update to BP31.250502.008.A1 stuck at G logo, Pixel Update and Software Repair shows ""Unsupported Device""",,Assigned,0,423542164,"Sep 28, 2025 12:56PM"
P2,Bug,Pixel Weather : Typo in meteo translation,,Assigned,0,424591451,"Sep 19, 2025 04:35AM"
P2,Bug,Can't setup Pixel watch,,Assigned,0,425045329,"Sep 16, 2025 12:35AM"
